"Plate name 96",96," 384 plate","Row 384","Column 384","1536 plate","1536 row","1536 column",Comment,MutantID,"PA14 Genomic Position","PA14 Genome BLASTN Bit Score","Unambiguous Insertion Location?","""Active"" Gene Locus","""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)","All Predicted GeneIDs","PAO1 Orthologs","PA14 NR Set Comments",,,,,
ExMr_nr_mas_01_4,F9,16,12,18,4,24,36,"Same as E2",6498,2406130,1320,Y,PA14_27730,GID159,23,2448,PA2815,fadE,"acyl-CoA dehydrogenase",PA14_27730(23/2448),GID159,PA2815,,,,,,"COG1960|Acyl-CoA dehydrogenases [Lipid metabolism]"
ExMr_nr_mas_01_4,F10,16,12,20,4,24,40,"Same as E2",6501,487962,1279,Y,PA14_05540,GID60,21,3141,PA0426,mexB,"RND multidrug efflux transporter MexB",PA14_05540(21/3141),GID60,PA0426,,,,,,"COG0841|Cation/multidrug efflux pump [Defense mechanisms]"
ExMr_nr_mas_01_4,F11,16,12,22,4,24,44,"Same as E2",6513,497080,1110,Y,PA14_05600,GID4040,337,555,PA0431,,"hypothetical protein",PA14_05600(337/555),GID4040,PA0431,,,,,,"COG0317|Guanosine polyphosphate pyrophosphohydrolases/synthetases [Signal transduction mechanisms / Transcription]"
ExMr_nr_mas_01_4,F12,16,12,24,4,24,48,"Same as E2",6523,2214756,1100,Y,PA14_25320,GID3066,367,786,PA2997,nqrC,"Na(+)-translocating NADH-quinone reductase subunit C",PA14_25320(367/786),GID3066,PA2997,,,,,,"COG2869|Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC [Energy production and conversion]"
ExMr_nr_mas_01_4,G1,16,14,2,4,28,4,"Same as E2",6529,3729201,509,Y,PA14_41780,GID3117,478,762,PA1762,,"hypothetical protein","""""""PA14_41780(478/762)""","""PA14_41770*(345/1608)""""""","""""""GID3117""","""GID5780""""""",PA1762,,,,"COG2274|ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain [Defense mechanisms]"
ExMr_nr_mas_01_4,G2,16,14,4,4,28,8,"Same as E2",6553,6104261,125,Y,PA14_68430,GID2874,145,840,PA5180,,"formate dehydrogenase accessory protein FdhD",PA14_68430(145/840),GID2874,PA5180,,,,,,"COG1526|Uncharacterized protein required for formate dehydrogenase activity [Energy production and conversion]"
ExMr_nr_mas_01_4,G3,16,14,6,4,28,12,"Same as E2",6554,4990470,515,Y,PA14_55890,GID1397,164,1266,PA4302,,"type II secretion system protein",PA14_55890(164/1266),GID1397,PA4302,,,,,,"COG5008|Tfp pilus assembly protein, ATPase PilU [Cell motility and secretion / Intracellular trafficking and secretion]"
ExMr_nr_mas_01_4,G4,16,14,8,4,28,16,"Same as E2",6558,6337222,394,Y,PA14_71140,GID2218,545,966,PA5386,,"3-hydroxybutyryl-CoA dehydrogenase","""""""PA14_71140(545/966)""","""PA14_71130*(425/1482)""""""","""""""GID2218""","""GID6941""""""",PA5386,,,,"COG1250|3-hydroxyacyl-CoA dehydrogenase [Lipid metabolism]"
ExMr_nr_mas_01_4,G5,16,14,10,4,28,20,"Same as E2",6577,4207237,771,Y,PA14_47230,GID793,1485,1542,PA1316,,"MFS transporter","""""""PA14_47230(1485/1542)""","""PA14_47220*(70/1569)""""""","""""""GID793""","""GID5671""""""",PA1316,,,,
ExMr_nr_mas_01_4,G6,16,14,12,4,28,24,"Same as E2",6581,690162,1094,Y,PA14_08030,GID2735,67,888,PA0618,,"phage baseplate assembly protein",PA14_08030(67/888),GID2735,PA0618,,,,,,"COG3948|Phage-related baseplate assembly protein [General function prediction only]"
ExMr_nr_mas_01_4,G7,16,14,14,4,28,28,"Same as E2",6585,2933781,1233,Y,PA14_33340,GID6000,905,3231,,,helicase,PA14_33340(905/3231),GID6000,,,,,,,"COG1203|CRISPR-associated helicase Cas3 [Defense mechanisms]"
ExMr_nr_mas_01_4,G8,16,14,16,4,28,32,"Same as E2",6591,4819187,559,Y,PA14_54330,GID3464,42,690,PA0770,rnc,"ribonuclease III",PA14_54330(42/690),GID3464,PA0770,,,,,,"COG0571|dsRNA-specific ribonuclease [Transcription]"
ExMr_nr_mas_01_4,G9,16,14,18,4,28,36,"Same as E2",6594,5063535,1207,Y,PA14_56840,GID849,288,1422,PA4371,,"hypothetical protein",PA14_56840(288/1422),GID849,PA4371,,,,,,"COG3488|Predicted thiol oxidoreductase [Energy production and conversion]"
ExMr_nr_mas_01_4,G10,16,14,20,4,28,40,"Same as E2",6605,4064868,1231,Y,PA14_45700,GID1262,526,1362,PA1451,,"hypothetical protein",PA14_45700(526/1362),GID1262,PA1451,,,,,,"COG1512|Beta-propeller domains of methanol dehydrogenase type [General function prediction only]"
ExMr_nr_mas_01_4,G11,16,14,22,4,28,44,"Same as E2",6606,3095207,848,Y,PA14_34820,GID1802,545,1089,PA2304,,"regulatory protein",PA14_34820(545/1089),GID1802,PA2304,,,,,,"COG2175|Probable taurine catabolism dioxygenase [Secondary metabolites biosynthesis, transport, and catabolism]"
ExMr_nr_mas_01_4,G12,16,14,24,4,28,48,"Same as E2",6613,463831,1330,Y,PA14_05310,GID2256,292,954,PA0407,gshB,"glutathione synthetase",PA14_05310(292/954),GID2256,PA0407,,,,,,"COG0189|Glutathione synthase/Ribosomal protein S6 modification enzyme (glutaminyl transferase) [Coenzyme metabolism / Translation, ribosomal structure and biogenesis]"
ExMr_nr_mas_01_4,H1,16,16,2,4,32,4,"Same as E2",6622,5262993,440,Y,PA14_59100,GID1085,69,1326,,,"hypothetical protein",PA14_59100(69/1326),GID1085,,,,,,,
ExMr_nr_mas_01_4,H2,16,16,4,4,32,8,"Same as E2",6692,4900828,1170,Y,PA14_55170,GID5503,533,534,,cat,"chloramphenicol acetyltransferase",PA14_55170(533/534),GID5503,,,,,,,"COG0663|Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily [General function prediction only]"
ExMr_nr_mas_01_4,H3,16,16,6,4,32,12,"Same as E2",6702,6147717,1366,Y,PA14_68900,GID2082,82,999,PA5217,,"iron ABC transporter substrate-binding protein","""periplasmic iron-binding protein""""""",PA14_68900(82/999),GID2082,PA5217,,,,,"COG4143|ABC-type thiamine transport system, periplasmic component [Coenzyme metabolism]"
ExMr_nr_mas_01_4,H4,16,16,8,4,32,16,"Same as E2",6742,841066,644,Y,PA14_09760,GID3340,205,729,PA4185,,"GntR family transcriptional regulator","""GntR family""""""",PA14_09760(205/729),GID3340,PA4185,,,,,"COG1802|Transcriptional regulators [Transcription]"
ExMr_nr_mas_01_4,H5,16,16,10,4,32,20,"Same as E2",6758,3896009,91.7,Y,PA14_43760,GID2499,100,906,PA1604,,"hypothetical protein","""""""PA14_43760(100/906)""","""PA14_43750*(690/1302)""""""","""""""GID2499""","""GID5743""""""",PA1604,,,,"COG0834|ABC-type amino acid transport/signal transduction systems, periplasmic component/domain [Amino acid transport and metabolism / Signal transduction mechanisms]"
ExMr_nr_mas_01_4,H6,16,16,12,4,32,24,"Same as E2",6762,1227684,1156,Y,PA14_14380,GID2793,69,891,PA3837,,"ABC transporter permease",PA14_14380(69/891),GID2793,PA3837,,,,,,"COG4120|ABC-type uncharacterized transport system, permease component [General function prediction only]"
ExMr_nr_mas_01_4,H7,16,16,14,4,32,28,"Same as E2",6764,3773003,946,Y,PA14_42340,GID1303,500,1299,PA1717,pscD,"type III export protein PscD","""""""PA14_42340(500/1299)""","""PA14_42330*(806/1407)""""""","""""""GID1303""","""GID5769""""""",PA1717,,,,
ExMr_nr_mas_01_4,H8,16,16,16,4,32,32,"Same as E2",6768,4623728,1130,Y,PA14_52140,GID4164,385,540,PA0937,,"hypothetical protein",PA14_52140(385/540),GID4164,PA0937,,,,,,"COG3122|Uncharacterized protein conserved in bacteria [Function unknown]"
ExMr_nr_mas_01_4,H9,16,16,18,4,32,36,"Same as E2",6776,4504561,1179,Y,PA14_50710,GID925,172,1500,PA1056,,"monovalent cation/H+ antiporter subunit D",PA14_50710(172/1500),GID925,PA1056,,,,,,"COG1008|NADH:ubiquinone oxidoreductase subunit 4 (chain M) [Energy production and conversion]"
ExMr_nr_mas_01_4,H10,16,16,20,4,32,40,"Same as E2",6781,3553395,1231,Y,PA14_39860,GID593,331,1641,PA1907,,"hypothetical protein",PA14_39860(331/1641),GID593,PA1907,,,,,,"COG4188|Predicted dienelactone hydrolase [General function prediction only]"
ExMr_nr_mas_01_4,H11,16,16,22,4,32,44,"Same as E2",6800,1575978,242,Y,PA14_18350,GID330,131,1989,PA3554,,"bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase",PA14_18350(131/1989),GID330,PA3554,,,,,,"COG1088|dTDP-D-glucose 4,6-dehydratase [Cell envelope biogenesis, outer membrane]"
ExMr_nr_mas_01_4,H12,16,16,24,4,32,48,"Same as E2",6801,5039011,844,Y,PA14_56520,GID4944,181,336,PA4346,,"hypothetical protein","""""""PA14_56520(181/336)""","""PA14_56500*(1326/1560)""""""","""""""GID4944""","""GID6642""""""",PA4346,,,,
PAMr_nr_mas_01_1,A1,1,1,1,1,1,1,,23041,2454437,280,Y,PA14_28410,GID5063,172,315,PA2759,,"hypothetical protein",PA14_28410(172/315),GID5063,PA2759,,,,,,
PAMr_nr_mas_01_1,A2,1,1,3,1,1,5,,23060,3784785,260,Y,PA14_42500,GID326,616,2121,PA1703,pcrD,"type III secretory apparatus protein PcrD",PA14_42500(616/2121),GID326,PA1703,,,,,,"COG1298|Flagellar biosynthesis pathway, component FlhA [Cell motility and secretion / Intracellular trafficking and secretion]"
PAMr_nr_mas_01_1,A3,1,1,5,1,1,9,,23067,2718274,710,Y,PA14_31260,GID6068,248,507,,,"RadC-like protein",PA14_31260(248/507),GID6068,,,,,,,"COG2003|DNA repair proteins [DNA replication, recombination, and repair]"
PAMr_nr_mas_01_1,A4,1,1,7,1,1,13,,23069,2445082,894,Y,PA14_28280,GID3018,169,780,PA2770,,"PhzF family phenazine biosynthesis protein","""PhzF family""""""","""""""PA14_28280(169/780)""","""PA14_28270*(1110/1419)""""""","""""""GID3018""","""GID6159""""""",PA2770,,,"COG0384|Predicted epimerase, PhzC/PhzF homolog [General function prediction only]"
PAMr_nr_mas_01_1,A5,1,1,9,1,1,17,,23074,6118798,914,Y,PA14_68610,GID2567,431,894,PA5193,hslO,"Hsp33-like chaperonin","""33 kDa""""""","""""""PA14_68610(431/894)""","""PA14_68600*(581/1002)""""""","""""""GID2567""","""GID4758""""""",PA5193,,,"COG1281|Disulfide bond chaperones of the HSP33 family [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_01_1,A6,1,1,11,1,1,21,,23078,6462115,765,Y,PA14_72540,GID229,2200,2205,PA5497,,"ribonucleotide reductase","""""""PA14_72540(2200/2205)""","""PA14_72530*(171/2388)""""""","""""""GID229""","""GID6970""""""",PA5497,,,,"COG0209|Ribonucleotide reductase, alpha subunit [Nucleotide transport and metabolism]"
PAMr_nr_mas_01_1,A7,1,1,13,1,1,25,,23084,4539300,210,Y,PA14_51080,GID2205,750,987,PA1024,,dioxygenase,PA14_51080(750/987),GID2205,PA1024,,,,,,"COG2070|Dioxygenases related to 2-nitropropane dioxygenase [General function prediction only]"
PAMr_nr_mas_01_1,A8,1,1,15,1,1,29,,23095,4756756,862,Y,PA14_53620,GID3591,427,639,PA0826,,"hypothetical protein",PA14_53620(427/639),GID3591,PA0826,,,,,,
PAMr_nr_mas_01_1,A9,1,1,17,1,1,33,,23101,149354,644,Y,PA14_01640,GID2489,532,918,PA0133,,"LysR family transcriptional regulator","""LysR family""""""",PA14_01640(532/918),GID2489,PA0133,,,,,"COG0583|Transcriptional regulator [Transcription]"
PAMr_nr_mas_01_1,A10,1,1,19,1,1,37,,23110,34276,876,Y,PA14_00380,GID681,257,1512,PA0031,betC,"choline sulfatase","""""""PA14_00380(257/1512)""",PA14_00370*(1409/1740),"""PA14_00390*(1320/2178)""""""","""""""GID681""",GID6994,"""GID6995""""""",PA0031,,"COG3119|Arylsulfatase A and related enzymes [Inorganic ion transport and metabolism]"
PAMr_nr_mas_01_1,A11,1,1,21,1,1,41,,23115,1237466,464,Y,PA14_14480,GID2897,284,813,PA3830,,"transcriptional regulator",PA14_14480(284/813),GID2897,PA3830,,,,,,"COG2207|AraC-type DNA-binding domain-containing proteins [Transcription]"
PAMr_nr_mas_01_1,A12,1,1,23,1,1,45,,23117,2929717,603,Y,PA14_33320,GID6002,390,984,,,"hypothetical protein",PA14_33320(390/984),GID6002,,,,,,,
PAMr_nr_mas_01_1,B1,1,3,1,1,5,1,,23118,3249587,351,Y,PA14_36520,GID4528,209,471,PA2171,,"hypothetical protein","""""""PA14_36520(209/471)""","""PA14_36510*(1322/1926)""""""","""""""GID4528""","""GID5917""""""",PA2171,,,,
PAMr_nr_mas_01_1,B2,1,3,3,1,5,5,,23128,3636070,777,Y,PA14_40710,GID4847,21,363,PA1840,,"hypothetical protein","""""""PA14_40710(21/363)""","""PA14_40720*(1309/1479)""""""","""""""GID4847""","""GID5808""""""",PA1840,,,,
PAMr_nr_mas_01_1,B3,1,3,5,1,5,9,,23143,5476617,916,Y,PA14_61340,GID6725,11,264,,,"hypothetical protein",PA14_61340(11/264),GID6725,,,,,,,
PAMr_nr_mas_01_1,B4,1,3,7,1,5,13,,23146,1094039,821,Y,PA14_12760,GID1189,982,1350,PA3950,,"ATP-dependent RNA helicase",PA14_12760(982/1350),GID1189,PA3950,,,,,,"COG0513|Superfamily II DNA and RNA helicases [DNA replication, recombination, and repair / Transcription / Translation, ribosomal structure and biogenesis]"
PAMr_nr_mas_01_1,B5,1,3,9,1,5,17,,23176,2844945,472,Y,PA14_32750,GID1435,220,1149,PA2465,,"hypothetical protein","""""""PA14_32750(220/1149)""","""PA14_32760*(1266/1293)""""""","""""""GID1435""","""GID6021""""""",PA2465,,,,"COG3182|Uncharacterized iron-regulated membrane protein [Function unknown]"
PAMr_nr_mas_01_1,B6,1,3,11,1,5,21,,23180,3740968,979,Y,PA14_41880,GID4380,86,498,PA1753,,"universal stress protein","""""""PA14_41880(86/498)""","""PA14_41890*(296/1485)""""""","""""""GID4380""","""GID5778""""""",PA1753,,,,"COG0589|Universal stress protein UspA and related nucleotide-binding proteins [Signal transduction mechanisms]"
PAMr_nr_mas_01_1,B7,1,3,13,1,5,25,,23182,3437769,942,Y,PA14_38530,GID1173,998,1299,PA2008,fahA,fumarylacetoacetase,"""""""PA14_38530(998/1299)""","""PA14_38540*(2041/2169)""""""","""""""GID1173""","""GID5863""""""",PA2008,"""""""Low/no growth""","""repicked in PAMr_nr_mas_14_3:A01""""""",,"COG0179|2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway) [Secondary metabolites biosynthesis, transport, and catabolism]"
PAMr_nr_mas_01_1,B8,1,3,15,1,5,29,,23184,4342197,874,Y,PA14_48850,GID966,79,1419,PA1194,,"amino acid permease",PA14_48850(79/1419),GID966,PA1194,,,,,,"COG1113|Gamma-aminobutyrate permease and related permeases [Amino acid transport and metabolism]"
PAMr_nr_mas_01_1,B9,1,3,17,1,5,33,,23201,5927124,803,Y,PA14_66440,GID1291,77,1278,PA5025,metY,"O-acetylhomoserine aminocarboxypropyltransferase","""""""PA14_66440(77/1278)""","""PA14_66430*(1070/1797)""""""","""""""GID1291""","""GID6835""""""",PA5025,,,,"COG3977|Alanine-alpha-ketoisovalerate (or valine-pyruvate) aminotransferase [Amino acid transport and metabolism]"
PAMr_nr_mas_01_1,B10,1,3,19,1,5,37,,23204,4580954,583,Y,PA14_51520,GID4712,7,414,,spcU,SpcU,PA14_51520(7/414),GID4712,,,,,,,
PAMr_nr_mas_01_1,B11,1,3,21,1,5,41,,23218,1983919,218,Y,PA14_22860,GID2185,313,993,PA3197,,"transcriptional regulator","""""""PA14_22860(313/993)""","""PA14_22850*(1107/1524)""""""","""""""GID2185""","""GID6283""""""",PA3197,,,,"COG1386|Chromosome segregation and condensation protein B [DNA replication, recombination and repair]"
PAMr_nr_mas_01_1,B12,1,3,23,1,5,45,,23223,1757615,442,Y,PA14_20440,GID4074,19,558,PA3373,phnN,"phosphonate transport ATP-binding protein",PA14_20440(19/558),GID4074,PA3373,,,,,,"COG0194|Guanylate kinase [Nucleotide transport and metabolism]"
PAMr_nr_mas_01_1,C1,1,5,1,1,9,1,,23225,2113315,971,Y,PA14_24330,GID204,280,2382,PA3079,,"hypothetical protein","""""""PA14_24330(280/2382)""","""PA14_24320*(2262/2877)""""""","""""""GID204""","""GID6250""""""",PA3079,,,,"COG2409|Predicted drug exporters of the RND superfamily [General function prediction only]"
PAMr_nr_mas_01_1,C2,1,5,3,1,9,5,,23226,3714739,218,Y,PA14_41590,GID3116,356,825,PA1775,,"cytoplasmic membrane protein","""""""PA14_41590(356/825)""","""PA14_41600*(335/1305)""""""","""""""GID3116""","""GID5785""""""",PA1775,,,,
PAMr_nr_mas_01_1,C3,1,5,5,1,9,9,,23227,3700277,702,Y,PA14_41480,GID1395,461,1209,PA1786,nasS,"hypothetical protein","""""""PA14_41480(461/1209)""","""PA14_41460*(767/4245)""""""","""""""GID1395""","""GID5789""""""",PA1786,,,,"COG0715|ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components [Inorganic ion transport and metabolism]"
PAMr_nr_mas_01_1,C4,1,5,7,1,9,13,,23234,869544,654,Y,PA14_10120,GID3892,28,930,,,"LysR family transcriptional regulator",PA14_10120(28/930),GID3892,,,,,,,"COG0583|Transcriptional regulator [Transcription]"
PAMr_nr_mas_01_1,C5,1,5,9,1,9,17,,23235,4783106,658,Y,PA14_53940,GID2652,822,897,PA0796,prpB,"2-methylisocitrate lyase","""""""PA14_53940(822/897)""","""PA14_53930*(154/1065)""""""","""""""GID2652""","""GID5544""""""",PA0796,,,,"COG2224|Isocitrate lyase [Energy production and conversion]"
PAMr_nr_mas_01_1,C6,1,5,11,1,9,21,,23248,830404,478,Y,PA14_09660,GID582,256,1623,PA4198,,"acyl-CoA synthetase","""""""PA14_09660(256/1623)""",PA14_09640*(1431/1713),"""PA14_09650*(380/1797)""""""","""""""GID582""",GID6600,"""GID6599""""""",PA4198,,"COG0318|Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II [Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism]"
PAMr_nr_mas_01_1,C7,1,5,13,1,9,25,,23250,954265,317,Y,PA14_11030,GID912,1244,1386,PA4088,,aminotransferase,"""""""PA14_11030(1244/1386)""","""PA14_11040*(92/1431)""""""","""""""GID912""","""GID6565""""""",PA4088,,,,"COG0001|Glutamate-1-semialdehyde aminotransferase [Coenzyme metabolism]"
PAMr_nr_mas_01_1,C8,1,5,15,1,9,29,,23252,691034,367,Y,PA14_08040,GID4116,59,534,PA0619,,"phage tail protein",PA14_08040(59/534),GID4116,PA0619,,,,,,"COG4385|Bacteriophage P2-related tail formation protein [General function prediction only]"
PAMr_nr_mas_01_1,C9,1,5,17,1,9,33,,23254,2353699,486,Y,PA14_27090,GID2860,261,867,PA2863,lipH,"lipase chaperone","""""""PA14_27090(261/867)""","""PA14_27080*(721/1230)""""""","""""""GID2860""","""GID6185""""""",PA2863,,,,"COG5380|Lipase chaperone [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_01_1,C10,1,5,19,1,9,37,,23255,1183794,763,Y,PA14_13780,GID21,188,3786,PA3875,narG,"respiratory nitrate reductase alpha subun",PA14_13780(188/3786),GID21,PA3875,,,,,,"COG5013|Nitrate reductase alpha subunit [Energy production and conversion]"
PAMr_nr_mas_01_1,C11,1,5,21,1,9,41,,23261,6273263,666,Y,PA14_70350,GID4417,28,465,PA5329,,"hypothetical protein",PA14_70350(28/465),GID4417,PA5329,,,,,,"COG0824|Predicted thioesterase [General function prediction only]"
PAMr_nr_mas_01_1,C12,1,5,23,1,9,45,,23265,2318208,46.1,Y,PA14_26600,GID3948,172,585,PA2896,,"RNA polymerase sigma factor","""ECF subfamily""""""",PA14_26600(172/585),GID3948,PA2896,,,,,"COG1595|DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog [Transcription]"
PAMr_nr_mas_01_1,D1,1,7,1,1,13,1,,23266,3831181,789,Y,PA14_43050,GID701,8,1557,PA1656,,"hypothetical protein",PA14_43050(8/1557),GID701,PA1656,,,,,,"COG3515|Predicted component of the type VI protein secretion system [Intracellular trafficking, secretion, and    vesicular transport]"
PAMr_nr_mas_01_1,D2,1,7,3,1,13,5,,23282,1121419,438,Y,PA14_13060,GID2996,205,789,PA3927,,"transcriptional regulator",PA14_13060(205/789),GID2996,PA3927,,,,,,"COG2207|AraC-type DNA-binding domain-containing proteins [Transcription]"
PAMr_nr_mas_01_1,D3,1,7,5,1,13,9,,23285,5479271,767,Y,PA14_61390,GID3972,309,588,PA4639,,lipoprotein,PA14_61390(309/588),GID3972,PA4639,,,,,,
PAMr_nr_mas_01_1,D4,1,7,7,1,13,13,,23289,6338284,965,Y,PA14_71150,GID2552,418,885,PA5387,,"hypothetical protein",PA14_71150(418/885),GID2552,PA5387,,,,,,"COG3246|Uncharacterized conserved protein [Function unknown]"
PAMr_nr_mas_01_1,D5,1,7,9,1,13,17,,23291,1649242,557,Y,PA14_19100,GID2578,611,888,PA3479,rhlA,"rhamnosyltransferase chain A",PA14_19100(611/888),GID2578,PA3479,,,,,,"COG0596|Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) [General function prediction only]"
PAMr_nr_mas_01_1,D6,1,7,11,1,13,21,,23292,5440067,246,Y,PA14_60990,GID1130,1037,1362,PA4609,radA,"DNA repair protein RadA","""""""PA14_60990(1037/1362)""","""PA14_60980*(1446/1797)""""""","""""""GID1130""","""GID6716""""""",PA4609,,,,"COG0466|ATP-dependent Lon protease, bacterial type [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_01_1,D7,1,7,13,1,13,25,,23298,5332560,749,Y,PA14_59860,GID4908,320,360,,,"type III effector Hop protein",PA14_59860(320/360),GID4908,,,,,,,
PAMr_nr_mas_01_1,D8,1,7,15,1,13,29,,23304,4907104,204,Y,PA14_55250,GID2103,584,987,PA0701,,"transcriptional regulator",PA14_55250(584/987),GID2103,PA0701,,,,,,"COG0583|Transcriptional regulator [Transcription]"
PAMr_nr_mas_01_1,D9,1,7,17,1,13,33,,23307,6440260,745,Y,PA14_72280,GID1282,67,1290,PA5476,citA,"citrate transporter","""""""PA14_72280(67/1290)""","""PA14_72270*(1239/1464)""""""","""""""GID1282""","""GID6965""""""",PA5476,,,,"COG2814|Arabinose efflux permease [Carbohydrate transport and metabolism]"
PAMr_nr_mas_01_1,D10,1,7,19,1,13,37,,23312,4335974,714,Y,PA14_48770,GID2481,22,915,PA1201,,"transcriptional regulator",PA14_48770(22/915),GID2481,PA1201,,,,,,"COG0583|Transcriptional regulator [Transcription]"
PAMr_nr_mas_01_1,D11,1,7,21,1,13,41,,23320,3781834,226,Y,PA14_42470,GID2748,682,885,PA1706,pcrV,"type III secretion protein PcrV",PA14_42470(682/885),GID2748,PA1706,,,,,,
PAMr_nr_mas_01_1,D12,1,7,23,1,13,45,,23324,5138143,137,Y,PA14_57690,GID4565,379,447,PA4441,,"hypothetical protein",PA14_57690(379/447),GID4565,PA4441,,,,,,"COG3105|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_01_1,E1,1,9,1,1,17,1,,23325,4895504,410,Y,PA14_55100,GID4429,197,477,PA0714,,"hypothetical protein",PA14_55100(197/477),GID4429,PA0714,,,,,,
PAMr_nr_mas_01_1,E2,1,9,3,1,17,5,,23328,1353732,1255,Y,PA14_15890,GID1597,234,1182,PA3751,purT,"phosphoribosylglycinamide formyltransferase 2",PA14_15890(234/1182),GID1597,PA3751,,,,,,"COG0027|Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase) [Nucleotide transport and metabolism]"
PAMr_nr_mas_01_1,E3,1,9,5,1,17,9,,23347,5656962,228,Y,PA14_63430,GID4880,138,369,PA4801,PA4801,"hypothetical protein",PA14_63430(138/369),GID4880,PA4801,,,,,,
PAMr_nr_mas_01_1,E4,1,9,7,1,17,13,,23357,6188007,301,Y,PA14_69370,GID2150,308,1059,PA5253,algP,"alginate regulatory protein AlgP","""""""PA14_69370(308/1059)""","""PA14_69360*(1166/1686)""""""","""""""GID2150""","""GID6896""""""",PA5253,,,,
PAMr_nr_mas_01_1,E5,1,9,9,1,17,17,,23366,2684150,664,Y,PA14_30910,GID6097,2137,2454,,,"conjugal transfer ATPase TrbE","""""""PA14_30910(2137/2454)""","""PA14_30920*(297/3303)""""""","""""""GID6097""","""GID6098""""""",,,,,"COG0433| HerA helicase [Replication, recombination, and repair]"
